,crowd,text
16143,1,"Now he's 'Bob' and not 'The old guy'? Get off your horse, Powers. You sound like a fool. OK, you already know I'm an old guy and this old guy has never shot at or in anyway disturbed HEA when the come a ONTO MY LAND while doing work that they are legally able to do. In my dotty old age, I rather prefer the power remaining on during storms.
"
16145,1,"This is stupid. What about countries that don't share this view? Passports work primarily to get people into countries not  out.
"
16163,1,"When is this lying, cheating, unethical $hill just going to disappear?
"
16168,1,"A Cabinet full of successful winners unlike the last eight years of loser community organizers. Eight great years ahead.
"
16198,1,"Don't be silly!
"
16205,1,"Go up to the mountain top, scream out that Judge Robart has no facts or argument. The executive order as written, is not going to be approved. I would advise you not to bother waiting for it. It's crap and doesn't cut the mustard. Get it?
"
16228,1,"Point?  Just for you hypocrite:  a person who pretends to have virtues, moral or religious beliefs, principles, etc., that he or she does not actually possess, especially a person whose actions belie stated beliefs.  What's the point of you calling republicans hypocrites when you and your heroes been toking when it's against the law.
"
16237,1,"Gee, sounds as though you just listed a whole bunch of hyperbole and lies. Sources and cites please? But are we talking about Presudent Hillary Clinton? No, we're not. We're talking about the narcissistic pathological liar you helped put in the White House ( I wouldn't want to diss Putin, Assange and Comey's efforts on Trump's behalf).  Anyone with eyes, ears and a brain knows exactly what kind of person the Orange Taint is. If you think he's the man for you, then you're like him: A bloviating, sexually predatory, bellicose liar.  Trump knows his Trumpanzees.  That's the one thing about which he's correct. Your post proves it.
"
16256,1,"Disgusting. The victims haven't even been laid to rest, and here are the attention whores in the media and congress, dancing in the blood of the victims, calling for more gun control. Oddly it's always the democrats calling for gun control, because ironically, ALL THE MASS SHOOTINGS HAVE BEEN COMMITTED BY DEMOCRATS!!
"
16266,1,"What Catholic social teaching do the kids need to know?   It's good to encourage illegal immigration,while ignoring the fact that doing so also encourages traffickers who rape women and pack people into deadly trucks?
"
16274,1,"He's actually telling the truth about the AHCA, it is garbage and will collapse. It is based on faultier logic than the government mortgage intervention. He's only telling the truth because it is politically viable AND true, but it is true nonetheless.
"
16293,1,"Millionaire Adrienne Clarkson is a racist who hates white men and our British Heritage. Go live in Syria where you belong.
"
16298,1,"Also, there is no sense pretending you are willing to engage in a discussion. The only time you've offered any specifics is when you're trying to deflect to Hillary.  You haven't even attempted once to defend Trump or to even acknowledge his history of anti-black segregation and his teen ogling and his stiffing of small businesses.  Instead in almost every word of your comments, you dislocate your shoulder by patting yourself on the back for how civil you are. Watching you fawn over yourself isn't actually a discussion. It's especially hypocritical when you're applauding your own civility while you defend an uncivil Twitterpated anti-black segregationist.  Racism persists because of otherwise """"civil"""" """"polite"""" """"respectful"""" people who reward and cosign  racists acts like Trump's anti-black segregation.
"
16300,1,"A """"citizen"""", you, Eugene, get's run over in a crosswalk by a hit and run driver.  The only witness is a foreign national who has overstayed their visa.  The license number is written down, the driver can be identified, the choice is to cooperate with the police to identify the vehicle and driver (but face immigration consequences for  participating) or shut up and hide.  The """"Sanctuary City"""" concept is one adopted and embraced by law enforcement, for the purpose of enhancing law enforcement capabilities.  The theory goes, if elements of the community are hesitant to call on law enforcement, report crime, or simply engage due to fears of immigration related consequences, law enforcement becomes ineffective as to a portion of the population.   The policy makes sense.  Give the police the ability to police effectively.  Let ICE and Homeland security deal with the immigration issues.  policies that cut off ANY sector of the community from local police are foolish.
"
16308,1,"It's time women learned to carry some type of weapon and used it on these scumbag rapists. Remember the new phrase ladies """" the only good rapist is a dead rapist"""".
"
16317,1,"One question to the Pres., who the hell is going to hire a retired person of 65 and older?  You?  Boy can you come up with some stupid comments.
"
16320,1,"Ige has something to hide. But never fear he will hire a mainland consultant to help him sort through things out. I regret voting for this clown but never again.
"
16323,1,"The op-ed is full of FAKE news.  """"But even liberals can’t argue with a straight face that he’s wrong about mainstream media bias."""" Define mainstream. I 'd say Faux News is mainstream. Aren't they the Number 1 cable network?  """"Ivanka sat in the president’s chair!"""" You must admit this is unprecedented. Can you imagine what Faux News would have said if Sasha had sat in Obama's chair at a G20 meeting?  """"...giving comparatively short shrift to his powerful remarks in Poland and the important Syrian cease-fire agreement brokered between Trump and Russian President Vladimir Putin."""" A Steve Bannon apocalyptic clash of civilizations and carnage speech. Let's see how long the Syria cease fire lasts this time.  """"But it was another opportunity to repeat “Russia, Russia, Russia,” Benghazi, Benghazi, Benghazi!  """"The president’s very personal comments about MSNBC’s Mika Brzezinksi were harsh, but “Morning Joe” has been trashing Trump in personal terms for a long time."""" Pathetic false equivalency.
"
16329,1,"Khadr decided to stay in the compound even after women and children left - and the compound was engaged after the US interpreter was assassinated at point blank range by one of the Taliban cowards inside.  Khadr was filmed building IED's - he is a traitor and is owed nothing - the fact that he was allowed to return to Canada after fighting for the Taliban is a national disgrace, he had spent a total of 15 months in Canada prior to his capture and is a Canadian of convenience. Khadr's terrorist father got out of a Pakistani prison by using his Canadian 'get out of jail free passport', and promptly returned to terrorism. The entire Khadr family is a stain on the nation - they are not Canadians.
"
16330,1,"I couldn't agree with you less. What made this 'event' such a 'flashpoint' is the continued arrogant, out of touch  behavior demonstrated by the current Premier of BC toward the people and communities in this province. This was a micro snap of the way in which Clark and her colleagues react to the many serious and life threatening issues facing British Columbians. Our staggering poverty rate, 2nd highest poverty rate of children in this country, the housing crisis,  the fentanyl/ opiod crisis, the never ending scandals within this government, environmental issues including the Site C damn which will cost British Columbians millions and is not needed according to experts, our legal aid cuts, our over-flowing prisons........perhaps you get my point.  Any politician has to be prepared to hear from voters what they don't like or want changed, especially during an election. The Premier chose to react in a childish, dismissive manner which has become her hallmark.
"
16351,1,"So the Trudeau misgovernment gives a big boost to ISIS.  Degenerates.
"
16380,1,"so...freedom of speech for the people that want to kneel, but not for people that want to waive the conferate flag...?  youre a special kind of stupid...the willful kind...  the world outside your bubble is going to eat you alive...  think about that...
"
16381,1,"So if the criteria had been that the building could only be named after a dead Jewish person, or a dead Catholic person, would that have been OK?  Those are the other two groups that the KKK went after the most.  Especially here in Lane County.  That's probably because there were a lot more Jewish and Catholic people here in Lane County than black people, but between Blacks, Jews and Catholics, who should get the priority for the building name?  And isn't it discrimination to pick one of the three over the other two?
"
16393,1,"criminals are the problem. anybody who thinks there is not a good reason that there are more blacks per capita in prison is in denial. they commit more crimes than others. fact.
"
16403,1,"First, faux-meats are kind of a misnomer: seitan and soy have been used for centuries as protein options for non meat-eaters in South and East Asia. Tofu is a food in itself. Seitan is a food in itself. They are used in dishes as substitutes for meat alternatives for centuries. There are faux-meat dishes in Asian restaurants that have just as long of a history as the meat-equivalent dishes themselves. To say that seitan has to be 100% like beef is ridiculous.  Second, as many have pointed out, the point of a sloppy or diner food joint catering to vegans is because vegans don't SIMPLY PREFER BROCCOLI - they have cravings for oily, rich, and textured foods other than vegetables the same as meat eaters. The reason they eat non-meat things is for ETHICAL reasons. They refuse to continue to support killing living and pain-feeling beings for the sake of TASTE.  Lastly, I think the reviewer came in with a mental block in mind. Hate for hipsters and """"trendy"""" things leads this dinosaur review
"
16408,1,"Scary that Trump thinks Flynn is fit for the job when he is a credulous fool. Who would re-tweet such nonsense as pizzagate? And soon this guy will be advising Trump on matters of national security? Anyone who takes their lead from the bizarre 4Chan (a juvenile trolling community) and accepts it without reflection is not someone who should be given any power.
"
16427,1,"Puerto Ricans don't get to vote for president.  They speak Spanish and tend to have dark skin.  That makes them the perfect target for a racist like Trump as he throws more red meat to his racist base.
"
16430,1,"You do realize that the """"countries that hate us"""" list stems from a foreign policy of invading and attacking other sovereign entities. The family in question came over after a separate world power decided to steal a page from our play book (the USSR).  Afghani's in general do not hate America, nor does the majority of the populace of any country. You are just demonstrating your ignorance - why don't you try and actually learn something new today?
"
16431,1,"Trudeau and the Liberal Party are vacuous hypocrites.
"
16432,1,"Just shoot him now.
"
16452,1,"Mike's a suck.  Why doesn't the POTUS do his own dirty-work?  Yes, I know: he doesn't like sports. Clearly.
"
16469,1,"First, Cohen is an idiot.  I might listen to him when (don't bet the farm on this) he denounces Democrats for 100% voting for slavery, Democrats voting 100% against a women's right to vote, Democrats 100% supported the KKK.  All this does is demonstrate the hatred and zero tolerance for anyone's right to free speech and/or a different view that does not align with the democratic socialists.
"
16492,1,"Walter, better change up you smoke.  Dude you are dude-lusional.
"
16494,1,"These antifascists are more unpleasant than white nationalists.
"
16513,1,"No one was punished for falsifying evidence because evidence was not falsified. Except for the prosecution stupidly allowing OJ to try and put on a pair of leather gloves that had been wet with dew and blood. Obviously, they should have gotten a new pair in the exact same size for him to put on instead of the actual gloves which had obviously shrunk due to having been wet. Leather does that. Yes, OJ got away with a double murder.
"
16518,1,"I don't think the BATF has time to investigate  this as they are to busy playing cop and giving the people the finger. Then they get a free pass because rules don't apply to them. If called upon I'll never help any Federal law agency because as seen in the recent news they are all corrupt.
"
16538,1,"More jealousy of smart college-educated people?  Seems so.  Ignorant people like you, RTHur can't handle complex information.  Seems Allie has you on a short leash.  You can't help but respond with continuing idiocy.  (BTW, do you know how stupid it looks to add 'lol' to your own post.  Every day you just appear dumber and dumber)
"
16543,1,"What a pathetic and cynical attempt at deflection. Shameful, bordering on gratuitously hateful really, in light of our recent experience. You should wash your brain out with soap.
"
16578,1,"Connect the dots already kid.  His campaign manager has been indicted for collusion with Russia. We all know they are guilty treasonous money launderers. The """"nothingburger"""" is an """"indictment sandwich"""" and should be plenty to feed the impeachment. Now the GOP in Congress has to prove they are not traitors too.
"
16579,1,"Or maybe stabbed, hacked to death with a machete or run over with a vehicle.
"
16583,1,"Here's Trudeau's true reason for approving Kinder Morgan  and it has 2x the square root of sweet bugger-all to do with the National economy AND EVEN LESS TO DO WITH NATIONAL UNITY!  http://commonsensecanadian.ca/rafes-new-years-letter-trudeau-time-pm-get-know
"
16593,1,"FAT BOY
"
16607,1,"The false promises found in every Republican campaign.  Conveniently left out is the destruction of all government especially government regulations.  Border Walls?  Lower taxes for the rich only?  More massive military spending beyond that which cannot even be audited?  Destroying all social programs including healthcare?  It is all ethnic genocide and global conquest as Putin and Trump have attempted to install.  You are really a joke.
"
16609,1,"And here come the Russian trolls.  So obvious dude.  And why would anyone fear a second cold war?  Russia is nothing these days - smaller economy than Canada and military that's falling apart.  We have nothing to fear from them at all, there is no reason to bow down to Putin the brute.
"
16612,1,"Killing people who want to take away your health care? that's self-defense though. People will die without it.
"
16616,1,"Trump is on the same roll as Sanders who got cheated by the wicked witch and the flying monkeys of progressive media!
"
16625,1,"Leave us hope the miscreants wind up with lead poisoning at the hands of an armed citizen.
"
16639,1,"Trudeau will survive this alright as, unfortunately, Canadians are amongst the most dumbed down on the earth thanks to no real media other than his lapdogs.
"
16649,1,"I agree.  To call Trump a 'moron' is to insult all those decent people.  Although his actions may seem random and incomprehensible, they are purposeful.   If he is not a sociopath, he is certainly exhibiting all the signs, and his vision for the future of America is terrifying.
"
16669,1,"Drumpf most certainly has the right to declassify any information.  He also has the right to show that he is a dumbkoff and proves t almost daily.
"
16670,1,"back in the day of my youth, we were taught in class about the failures of the russian gov't. the inability to do their job,the taking from the people via high taxation, the bureaucracy, the ineptness, their corruptness, the secrecy, the lying, the spying on their citizens, and secret courts. we laughed in class about how stupid the russian gov't was, and the russian people. and now we are faced with the same thing.
"
16716,1,"Get over it. You are all pitifully ignorant
"
16725,1,"I'd still like to know 2 ships collide in open waters.  Are the navigators asleep, or having sex, or something?
"
16727,1,"""""Girl""""? Demeaning sexist pigs . . . it's the current year!
"
16779,1,"I'm 20 minutes from the terminal and love it, I may pay a little bit more for the convenience but it's worth it.   I know people who still fly out of Portland because they get cheaper tickets; however,  they usually have to spend a night in Portland in order to make their early flight in addition to driving 2 hours each way to and from Portland to save on average $200.00; IMO, there goes the savings and more.  My airline of choice is United and I hope they never leave Eugene, I do wish they ran more flights between Eugene and Denver though because SFO sucks for layovers.
"
16780,1,"I would bet she just pointing out how ridiculous this new """"React""""  option is. If so, I would concur.
"
16781,1,"In trumps world of the golden calf, ignorance is intentional and a distraction. Remember the French Revolution? Your illiterate darling trump thinks it's a new reality tv show. Stupid is as stupid does and you qualify for broad certification
"
16810,1,"Al Capone made his money on gambling, drugs, liquor and prostitution.  Our Liberal governments are becoming more like a crime family every year....except for the prostitution.
"
16824,1,"Sadly, this article is more proof that all lives don't matter in this country. Along with racism and dishonesty these values are at the root of our problems. They have been with us since the founding of the nation. We now have a president that embodies these values. They have made him rich. His voters also embody these values to some degree, or they are too ignorant to act in their own self interest. Those folks in Appalachia will suffer the most. Drug treatment is healthcare. They are at ground zero for the opiate epidemic. We are never going back to 1950. We have used up the advantages we had from having the only economy not destroyed by WWII. It is time for us to join the rest of the free world in the 21st century  and stop whining about the good old days.
"
16834,1,"what rubbish  the us soldiers were there to kill people they thought were responsible for 9/11  most of us  live in canada - unlikely you don't
"
16861,1,"Lock him up, lock him up!
"
16867,1,"Oh Art, you're such a blowhard.
"
16875,1,"Wrong.  Roadways were designed for VEHICLES.  Cars, trucks, motorcycles, tractors, mopeds, scooters, AND bicycles.  Also, some roads WERE designed with an anti-cycling bias:  have you had to wait at any red lights where the signal doesn't even know you're there?  What about roads that have rumble bars on the shoulders, so you have to ride in the (only, non-passing) lane?  I've seen them all over the country.  Also, your claim about  roads being designed before """"bikes were so prevalent"""" means what, exactly???  Do you realize there were bicycles for decades before cars?  Do you realize cyclists were the ones who demanded paved roads?  I'll be honest here:  I think you're biased and ignorant, and no cyclist.
"
16905,1,"Denver police are just stupid. How could a policeman find the time, while on duty, to search out the location of his daughter's phone. Not only search but conduct a systematic screening of all vehicles in a parking lot? Vow just think how much crime could be solved if Denver police had more officers as dedicated as this one out solving real who dunnits? Denver take a bow for having such Neanderthals on the force. Why not just fire him? After all he could land a job as a search engine specialist considering his practical experience. Meanwhile, other crimes could just be pushed to the side. After all, who can complain? Nothing is more important than your daughter's phone, eh?
"
16911,1,"Yeah, right.  Don't be so foolish.
"
16913,1,"Too much magic mushrooms. Throw the perp in jail. Lame excuse. Now days there are a lot of these idiots flying. Enough is enough.
"
16915,1,"Spoken like a true Trumpster; insulting half the country, and supporting the latest effort for voter suppression while no doubt denying that the Russians helped dupe you and the other Trumpers to put a sociopath, a wannabe authoritarian, in our nation's highest office.
"
16917,1,"Just your atypical african cesspool.
"
16918,1,"Crash, burn.  Joining the clowns in Alberta and Ontario as the Three Stooges.  Soon there will be no where to live in Canada with debt the only legacy of all these people.
"
16919,1,"Whose house would a burglar hit, one with a sign declaring it a gun free zone, or the one with a second amendment slogan?  The list of dictators who surrendered their nuclear weapons programs is long and bleak. KJU is not stupid, the pattern is clear, give up his nukes and he is as good as sacked, or worse.  North Korea has subsisted on famine levels of trade for decades, sanctions make their starvation more normal. One idea that is universally disregarded is talk.  Send Dennis Rodman, work out details to reduce the threat, both ways.  When that ballistic missile soared over Guam, Americans panicked like it was Pearl Harbor, ingored is the fact that American B52s - carrying nukes regularly launch from Guam to patrol in Korean airspace.  Americans see ourselves as the good guys, freedom, invisible hands, profits! But we ignore the outright belligerence our foreign policy delivers to the unwashed masses who happen to live over resources our corporations desperately need.
"
16921,1,"All the heroin in this country comes from mexico so maybe when the wall gets built and we round up all the illegal scum, it will stop. The """"Hoodrat"""" obama did nothing, right lefties! President Trump will get it fixed.
"
16926,1,"Someday, when more evolved versions of what we like to call human beings look back at how we treated animals they will be unable to distinguish us from our definition of """"dumb beasts.""""
"
16936,1,"Eh, didn't know that, looks like some of them are indeed Marxist and anarchists.  Anarchy is basically a philosophy for dumb teenagers and Marxism is about dead.  Idiots.
"
16939,1,"We could never count on Merkel. She's a failure to the civilized world as a whole.
"
16942,1,"Democrats and their left wing supporters seem to be in a quandary about how to attract more folks to their cause.  Here are a few suggestions they might try: Get one of their own to hold up a severed head of the nation's president on TV.   Or perhaps the party could convince one of its supporters to video himself shooting a gun at an image of our president and post it on line.  If that fails to motivate folks to vote Democratic, then perhaps one of the party's most enthusiastic  supporters can go to a baseball field and shoot Republicans.   But the real clincher that would bring those hayseeds, dweebs, and """"undesirables"""" in the vastness of flyover country flocking to the party like moths to a porch light would be for a  big group of the party faithful to march down a major thoroughfare in NYC while shouting at the top of their lungs....""""WHAT DO WE WANT........DEAD COPS!!!!!.    Yep, that should do it.   You can thank me later, Democrats.
"
16974,1,"Classic Leftist rant on racial reparations.  Clarence Page declares in typical Liberal mantra: """"we've got a long way to go before we can say blacks nationwide have """"the same schools"""" or college opportunities as everybody else.""""  --Really? Like which ones?  Page responds to the retort he imagines, """"When are we going to have a museum for white people?"""" by saying """"We've got 'em, pal.""""  Again I ask: Really, Like which ones?  This museum is only for blacks, yet everyone is supposed to feel like it's """"about them, too?"""" How crass is Page trying to be, here?  """"The story is about blacks, but it's about everyone?""""  How utterly hilarious.  The inconvenient truth for John Lewis and Clarence Page is that the black community IS in the worst shape it's ever been  (""""Black Community"""" to mean freed, non-slave, voting, non-segregated members of the larger American society, as was meant by Trump, so no- not in the same world whatsoever as when none of these things were the case with African slaves).
"
16991,1,"I believe that when we elect a person as a representative, senator, governor or even as president, we are sending folks in to do the bidding of corporations. When those people declare war, it is so our people can die for corporate greed! It's the exploitation of a countries resources that drives war and government. Sounds rather gloomy but take a look into the history  of this and all other nations. People are just cannon fodder that allows corporate entities to gain wealth and power. Nothing has changed much from the days of the Monarchies of the world.  We aren't heard by our leaders because to them, we are nothing. I'm not sure that can ever be changed. Trump might turn Washington on it's head, shake some of the junk out of their pockets and even expose some horrible wounds but if he can't put humpty dumpty back together in a more efficient manner, nothing much will change. He can drain the swamp but the alligators aren't going away!
"
17012,1,"Women need to learn the old proverb that """"the only good scumbag rapist is a dead scumbag rapist"""" and carry with a permit.
"
17026,1,"Never argue with a fool. Onlookers may not be able to tell the difference!  Mark Twain  As I read some of these comments I have to agree!
"
17051,1,"Right! His people make like a dollar a day and are in poverty. I'll care what he has to say when Mexico becomes less of a dump. Guess what Mr. Fox? Since you country is so great, we decided to send you some of your citizens back to you.
"
17058,1,"Imagine a hairy bearded person with large biceps from taking male hormones and working out entering the ladies room!  A man in the ladies room!  Eeek! That's exactly what you'll get if transmen have to use the room of their birth gender.
"
17067,1,"if amazon moves here maybe they could take over rtd , because theses idiots cant seem to run a train.
"
17073,1,"Charles Eggen was probably indulging in a bit of free association. I know Donald Trump automatically pops into my head when I think of toilets overflowing with sewage.
"
17086,1,"I would dislike Hillary if she were a eunuch or a hermaphrodite; I don't judge politicians on gender.  That is the liberal bias.  Anyone with a vagina is superior to anyone without one.
"
17092,1,"Alaska is really screwing up. They need to stop giving away the money and instead put it into a MASSIVE trust fund in which PART of the interest is used for local taxes. Had they done even 1/2 of their money into a trust fund since the 70s, they would not be worrying about money. Sadly, the GOP up there are SOOO short sighted.
"
17113,1,"In many countries, including several ostensibly democratic EU member states, insulting or defaming a public figure is an offense punishable by imprisonment. Kathy Griffin is fortunate to live in a country where freedom of speech still exists.  If her career is over, it will be a relatively small price to pay for an act of appalling stupidity. She has no one to blame but herself.
"
17114,1,"So you support white supremacists, then?
"
17116,1,"No, it doesn't. I'm guessing you're a Liberal back office lackey cheerleading for your boss. Spreading the money over 20 years when you are on a 5 year mandate is politicking in the worst way.
"
17120,1,"wow are you truly an ignorant one ! harris cut income taxes, regs and the economy soared AL! the net revenues to government in taxes took off to high levels so he was able to balance the books for years in a row, over 800,000 net jobs came into ontaro! , how is that not doing well ?  try for once to get facts even close to being correct over that nonsense you posted..
"
17124,1,"GO TRUMP GO TRUMP HE STILL GOT OUR SUPPORT SCREW THE STUPID DEMOCRATES WHO TRYED TO DISTROY OUR FREEDOM AND GIVE OUR COUNTRY AWAY TO THE NO HOPERS OF THE WORLD.
"
17127,1,"If you want to kill someone, become a cop.  Of course, a cop who mows down pedestrians and cyclists gets top marks.
"
17131,1,"We have known about this for years  cmon new news not tired old big brother stories ffs.  Any one that thinks that this is news is stupid. They need to track and investigate its what they do
"
17132,1,"What I love most about what the Donald is doing and what controversy it creates, is how it has finally gotten the average person to get her shorts in a knot. Here in Canada, people who would normally remain passive and disconnected, are simply up in arms about America's arrogant president.  Now, consider where we are here in our humble province of Ontario. Our electricity costs are right out of control. Everything government is facing large increases . Our gas bill now has a new tax to add insult to injury vs. our PUC bills. And Kathy has killed the positive benefits of the Toronto road tolls to save what's left of her skin.  Ladies & gentleman, I am pleased you are finally coming out of your sleep cycle. But for goodness sake, lets focus on what really matters and what we can actually affect. Lets actually THINK before we vote, rather than simply voting because 'that's the way I always vote'.  Forget about the Donald and lets protest the imbeciles governing Queen's Park.
"
17151,1,"You are a blind fool if you do not see the real big picture and motive of this bill!
"
17156,1,"Amen Brother Richard ... what the heck is WRRROOOOONNNNGGG as Cheetolini would say with these whacked out hillbilly Republicans that voted for this MONSTER ...
"
17157,1,"Ridicule - the number one Lefty tactic. Sorry, that stupid psychology doesn't work on me. Got anything more substantive?
"
17163,1,"The neo-Nazis of the modern Republican Fascist deny their identification with the past evil that plagued the world.  They bring it back in full flower led by Der Neo-Fuhrer Trump with identical lying propaganda and """"alternate facts"""" to deny their complete fealty to Nazi ideology.  Gorsuch has a lifetime of family breeding and Fascist indoctrination appearing at the age of 14 in school and continuing throughout his adulthood and his judicial employment.  Coddled and curried to become the torch bearer for buring down the U.S. Constitution as a loyal follower of the traitor Scalia who created the traitorous Corporate Citizen.  Lipstick on the pigs does not beauties make.
"
17166,1,"Thankfully, I will never be a follower of this fool. Not my leader. Have at it though.
"
17167,1,"""""But a massive new study, based on detailed interviews of nearly 30,000 people across America, has concluded just the opposite. Harvard political scientist Robert Putnam -- famous for """"Bowling Alone,"""" his 2000 book on declining civic engagement -- has found that the greater the diversity in a community, the fewer people vote and the less they volunteer, the less they give to charity and work on community projects. In the most diverse communities, neighbors trust one another about half as much as they do in the most homogenous settings. The study, the largest ever on civic engagement in America, found that virtually all measures of civic health are lower in more diverse settings.""""  <SNIP>  So people are racist.  It's fine, they will eventually die.
"
17175,1,"no left wing losers could ever come up with the high quality, experience and successfull people trump has picked!!, your list needs amending  a cheif strategist who understand government is the problem, just as reagan did! a EPA leader who understands the thousands of fascist regulations that kill an economy a housing sec that understands just handing over free housing never works an education sec that respects parents rights to choose over union rights a NSA chief who has real life sucess in intelligence a head of treasury who understands more about money than most people a commerce sec who understands how economies work and what the country needs to get workign  stay tuned ignorant loser, i will be glad to reeducate your nonsense every time  and keep crying lefty as the left wing agenda is put down for good in the usa!!! GO TRUMP
"
17176,1,"That's right, he showed up as the entertainment, not a leader.  He rarely if ever speaks a complete coherent sentence.  In a world of social media likes and celebrity, his crowds more then likely wanted to tell their friends they got to see him, be close to him, walk by him.  God forbid he showed any sense of intellect, he went right to the lowest common denominator, fear and foreboding to the overwhelming number of under-educated, closeted US public.  Pathetic, but here we are...
"
17197,1,"It's called """"extreme(ly careless) vetting.""""  Trump sucks at picking aides who can stay on longer than a couple of months.  On the other hand, the House really sucks at picking an investigation committee chair. So it all balances out!
"
17212,1,"Silly vashonites...vashon is for the wealthy. -Donald Trump
"
17222,1,"He sounds like he needs his *SS kicked.
"
17226,1,"How is it set up to confuse people? You follow the steps & enter the same information as on a paper application. Oh wait, it's a conspiracy to trip people up so they won't get a PFD. The idiots who got booted by the system at midnight on the deadline have nobody to blame but themselves.
"
17232,1,"Maybe you should step back an take a deep breath and realize that the vast majority of Muslims don't bear you any ill will and that there are a million Muslims in Canada who want the same as you do. You don't seem to be a bigot or hate filled, you just seem to be lacking perspective.  And as for the Bible? Try Deuteronomy 13 or Numbers 31 or Exodus 22. They all, among other passages, refer to killing non-believers.
"
17236,1,"We should be addressing all questions to Gerald Butts who's actually running Canada into the ground  The failed drama teacher is only his clueless stunt double and has no idea what's actually going on or how badly things actually are  Can't wait for his stupid explanation about growing the economy from the heart and budgets balancing themselves when we get our next bad news budget soon.  Canada misses  and needs Harper back running the country!
"
17255,1,"Legislative Branch.  There not being a draft occurring during his draft able age shows how silly your defensiveness has become. You could have easily made your point with WJC, but hahaha, there must be some greater subconscious force floating around in your head, preventing the obvious.
"
17269,1,"And again from the architect: """"An architect of the federal healthcare law said last year that a """"lack of transparency"""" and the """"stupidity of the American voter"""" helped Congress approve ObamaCare."""" Gruber It is a disaster for those that can't afford the high cost of insurance, for the people who are subsidized I suppose it's a great success, otherwise it isn't working and tweaking it isn't the answer. It needs to be scraped and then get government out of the business of healthcare.
"
17274,1,"And in other news, Statscan confirms one in five young people is a complete and utter pussy.
"
17296,1,"idiot
"
17300,1,"Obama, you mean. He was Putin's poodle b****.
"
17323,1,"yes, bill Clinton is a child molester and con man. thanks for pointing that out to undecided voters who need the cold facts.
"
17333,1,"And as voters, the mess of 'stupid politicians' is upon our hands as we typically just toe the party line in our voting instead of doing our homework and then voting for a representative who cares about the issues more than just keeping a job by doing the party's bidding, now too heavily funded and dictated by deep pocketed special interests.
"
17354,1,"I get it Charles. You are a racist, it is allowed. I have been the victim of folks like you numerous times. I have been the victim just because I am white. That is okay with you I'm sure. I strongly suspect your lying about your life being threatened by the cops, just as I suspect your lying about your life being directly threatened by racist, at least you personally and seriously, but you use this narrative to justify your own extreme racism and bigotry now don't you? You  do have my prayers Charles, anyone living with such hate, with such unfounded fear, does deserve pity. Use your  Obamacare Charles, there are plenty of mental health clinics right here that deal with delusions and schizophrenia.  Just don't expect those of us who have the capability to think for ourselves to buy into your delusions nor to just accept without comment your blatant racism.
"
17366,1,"Turn into sexual harassment?  What a daft allegation, and a complete evasion of the point under discussion.  I will continue to wallow in beauty, and leave the defense of people like Berkeley rioters to you.  BTW:  Most of the people I represent are poor women.  I am immune to your tactic of falsely accusing me of sexual harassment.
"
17368,1,"Sounds like a crazy old psycho and a couple of obnoxious hipsters. Quit feeding eagles silly people and leave them alone. The crazy guy needs to be put in a nut house. And hipsters need to be kicked off the island. Issues resolved.
"
17396,1,"Agree.  Let Sheehan do her job.  Truth is Kealoha is racist and has been for many years.  More critically, he is totally incompetent and perhaps corrupt as well.  Sheehan was right:  why pay him a fortune for the lousy job he did?  Just fire the man like any business would do.  HPD has never recovered from the terrible leadership of theat man and KHON Televison reported that HPD is being investigated for phony driving fines and tickets.  Not sure why SA does not report this.
"
17414,1,"That's actually an awesome idea. We'll call it the idiot tax.
"
17448,1,"If it's a """"decency issue"""" then you can count yourself out, as can Trump and all of his supporters. None of you has an ounce of decency.  For shame.  I'll take a trans person in the bathroom any day over Trump.  """"Common sense"""" says Trump is a pathological liar, sexual predator and cheat, among other things.  I wouldn't want him anywhere near me or my child, especially in a restroom.
"
17449,1,"I never said, """"it's my money"""". Never.  I said if you ready the Stte Consitution you will find that, it's our money. Collectively. We have hired Board of Directors (Legislators) and a CEO (Gov) to run the State. The people are Shareholders. Don't be a dumb ass by trying to dumb down the fact you were incorrect miss represent what I said.
"
17464,1,"I can only imagine what would happen to  Mary Elizabeth Haynsworth, IF she had IMPERSONATED a BLACK woman.  Probably HUNG  from the GALLOWS...............
"
17468,1,"Keep trying to stifle dissent and you will end up with an actual revolution.  She showed ISIS at their muslim best.  No wonder the eunuchs in Europe are scared of her.  She doesn't play nice with those who seek to destroy western civilization.
"
17482,1,"The (in)famous 1917 Balfour Declaration to Baron Rothschild on Palestine (as it was then called) perfectly encapsulates the root of the conflict: a colonial power pledging to European Jews land that belongs to neither.  That Canada continues to effectively support this travesty is shameful.
"
17483,1,"Another one bites the dust....and another one gone, and another gone, another one bites the dust.  The lying orange sack is going to soon get squeezed.
"
17496,1,"Angela mcanulty you need to rot bitch
"
17545,1,"Let's face it. The voters are stupid and easily influenced by slick advertising. The more discrete issues they are asked to vote on the more they will get it wrong, which is usually just what the big-money interests that buy advertising want. This is the state where citizens reduced their own ability to change the state constitution, to protect the oil and gas industry.
"
